;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;John Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;Eikenstein;;Datum:;Week 28, 2015;;;;;Blusdekens;;
Adres:;Utrechtseweg 37, Zeist;;Complexnr.:;100083G02;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Bepo portiersloge;Elro;SB6NL;Schuim;2013;;;a;;;
2;Bepo portiersloge;Elro;SB6NL;Schuim;2013;;;a;;;
3;Gang bij 0.04.05;Saval;B.S.H. 20m;Water;2002;2014;40 l/min;a;;;
4;Gang bij 0.05.13;Elro;SB6NL;Schuim;2013;;;a;;;
5;Kelder voorgebouw;Saval;AK 5;Co2;2004;;;a;;;
6;Kelder voorgebouw;Saval;AK 5;Co2;2004;;;a;;;
7;In bezoekzaal;Elro;SB6NL;Schuim;2013;;;a;;;
8;Gang bij bezoekzaal;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
9;Gang bij 0.17.01;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
10;Gang bij B.H.V. lokaal;Smeba;MF-90;Schuim;2012;;;a;;;
11;Gang 1e verdieping;Saval;B.S.H.;Water;2002;2014;34 l/min;a;;;
12;Gang 1e verdieping bij 1.04.05;Elro;SB6NL;Schuim;2013;;;a;;;
13;Gang 1e verdieping bij 1.04.10;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
14;Gang 2e verdieping bij 2.05.09;Smeba;MF-60;Schuim;2012;;;a;;;
15;Luchtbehandeling 2e verdieping;Smeba;MC-5E;Co2;2012;;;a;;;
16;Gang 2e verdieping bij 2.05.06;Ansul;B.S.H. 25m;Water;1990;2014;32 l/min;a;;;
17;In stookruimte 2e verdieping;Saval;AK 5;Co2;2004;;;a;;;
18;Gang 2e verdieping 2.05.03;Elro;SB6NL;Schuim;2013;;;a;;;
19;In ruimte 2.05.09;Elro;SB6NL;Schuim;2013;;;a;;;
20;In gang bij intake;Smeba;B.S.H. 30m;Water;2012;2012;32 l/min;a;;;
21;Trap bij Crea lokaal;Ajax;B.S.H. 25m;Water;Onbekend;2013;30 l/min;a;;;
22;Lokaal 29;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
23;Kantoor lokaal 29;Elro;SB6NL;Schuim;2013;;;a;;;
24;Kantoor lokaal 30;Elro;SB6NL;Schuim;2013;;;a;;;
25;Lokaal 30 metaal;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
26;Gang bij metaal 30;Ajax;B.S.H. 30m;Water;1992;2014;32 l/min;a;;;
27;Hal 2e verdieping instal;Smeba;B.S.H. 25m;Water;2012;2012;30 l/min;a;;;
28;In instal lokaal 2e verdieping;Saval;B.S.H. 20m;Water;2002;2014;30 l/min;a;;;
29;In instal lokaal 2e verdieping;Elro;SB6NL;Schuim;2013;;;a;;;
30;In kantoor crea;Saval;B.S.H. 20m;Schuim;2013;;;a;;;
31;In lokaal crea;Saval;B.S.H. 20m;Water;2002;2014;30 l/min;a;;;
32;Isoleer links;Elro;SB6NL;Schuim;2013;;;a;;;
33;Isoleer midden;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
34;Isoleer rechts;Elro;SB6NL;Schuim;2013;;;a;;;
35;Cellen groep 4;Saval;B.S.H. 25m;Water;2002;2014;34 l/min;a;;;
37;Huiskamer groep 4;Saval;B.S.H. 20m;Water;2002;2014;36 l/min;a;;;
38;Kantoor groep 4;Euro-Fire;NC 5;Co2;2006;;;a;;;
38a;Ketelhuis groep 4;BCO;MC 5;Co2;2015;;;a;;;
39;Gang bij groep 4;Ajax;B.S.H. 30m;Water;1992;2013;34 l/min;a;;;
40;Huiskamer groep 1;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
41;Kantoor groep 1;Saval;AK 5;Co2;2004;;;a;;;
42;Ketelhuis groep 1;BCO;MC 5;Co2;2015;;;a;;;
43;Cellengang groep 1;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
44;Gang bij groep 1;Smeba;B.S.H. 30m;Water;2012;2012;32 l/min;a;;;
45;Kuiskamer groep 2;Saval;B.S.H. 20m;Water;2002;2012;32 l/min;a;;;
46;Kantoor groep 2;Smeba;MC-5E;Co2;2012;;;a;;;
47;Cellengang groep 2;Saval;B.S.H. 20m;Water;2002;2012;32 l/min;a;;;
48;Huiskamer groep 3;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
49;Kantoor groep 3;BCO;MC 5;Co2;2013;;;a;;;
50;Cellengang groep 3;Saval;B.S.H. 20m;Water;2002;2014;32 l/min;a;;;
51;Gang bij 0.07.04;Ajax;B.S.H. 25m;Water;Onbekend;2013;32 l/min;a;;;
52;Gang bij 0.07.04;Smeba;MF-60;Schuim;2011;;;a;;;
53;Gang bij 0.07.04;Smeba;MC-5E;Co2;2012;;;a;;;
54;Gang naast TD;Saval;B.S.H. 20m;Water;2002;2014;36 l/min;a;;;
55;Gang naast TD;Saval;B.S.H. 20m;Water;2002;2014;36 l/min;a;;;
55a;Technisch metaal 016.26;Smeba;MF60;Schuim;2012;;;a;;;
56;Werkplaats buiten N.S.A.;Gloria;S9 bio;Schuim;2006;;;a;;;
57;Werkplaats TD;Gloria;S9 bio;Schuim;2006;;Reserve;a;;;
58;Werkplaats TD;Euro-Fire;NF 6;Schuim;2008;;;a;;;
59;Werkplaats TD;Euro-Fire;NF 6;Schuim;2008;;;a;;;
60;Kelder Muziek-Fitness;Elro;SB6NL;Schuim;2013;;;a;;;
61;Gang bij sportzaal;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
62;Gang bij sportzaal;Smeba;MF-60;Schuim;2011;;;a;;;
63;Hal opslag sportzaal;Saval;B.S.H. 20m;Water;2002;2014;36 l/min;a;;;
64;Gang bij lift B.G.;Saval;B.S.H. 20m;Water;2000;2014;38 l/min;a;;;
65;Opslag bad;gGlori;KS 5 SE;Co2;2006;;;a;;;
66;In C.V. ruimte bad;Saval;AK 5;Co2;2004;;;a;;;
67;In gang bad-visitatie;Ajax;B.S.H. 25m;Water;1992;2013;32 l/min;a;;;
68;Woonkamer groep 5;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
69;Kantoor groep 5;Smeba;MC-5E;Co2;2012;;;a;;;
70;Cellengang groep 5;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
71;Gang bij groep 6;Smeba;MF-60;Schuim;2011;;;a;;;
72;Centrale keuken oud;BCO;MC 5;Co2;2015;;;a;;;
73;Hal bij koelcel;BCO;MC 5;Co2;2015;;;a;;;
74;Huiskamer groep 6;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
75;Kantoor groep 6;Smeba ;MC-5E;Co2;2012;;;a;;;
76;Cellengang groep 6;Saval;B.S.H. 20m;Water;2002;2014;34 l/min;a;;;
77;Gang bij 9-10;Saval;B.S.H. 20m;Water;2000;2014;34 l/min;a;;;
78;Kantoor groep 9;Smeba;MF-60;Schuim;2012;;;a;;;
79;Cellengang groep 9;Saval;B.S.H. 20m;Water;2000;2014;40 l/min;a;;;
80;Kantoor groep 10;Smeba;MF-60;Schuim;2012;;;a;;;
81;Cellengang groep 10;Saval;B.S.H. 20m;Water;2000;2014;44 l/min;a;;;
82;Gang 1e verdieping bij 1.029;Saval;B.S.H. 20m;Water;2000;2014;44 l/min;a;;;
83;Kopie ruimte 1.029;Ajax;KA 5;Co2;2004;;;a;;;
84;Gang bij 1.028;Saval;B.S.H. 20m;Water;2000;2014;42 l/min;a;;;
85;Technische ruimte 1.028;Ajax;KA 5;Co2;2004;;;a;;;
86;Kooklokaal 8 1.020;bCO;EFS6;Schuim;2014;;;a;;;
87;Gang bij 1.007;Saval;B.S.H. 20m;Water;2000;2014;44 l/min;a;;;
88;Gang bij tr 1.088;Saval;B.S.H. 20m;Water;2000;2014;44 l/min;a;;;
89;Gang bij tr 1.092;Saval;B.S.H. 20m;Water;2000;2014;44 l/min;a;;;
90;Gang medische dienst;Saval;B.S.H. 20m;Water;2000;2014;42 l/min;a;;;
91;Keuken kantine 1.053;Jockel;FS6 - JF;Schuim;2013;;;a;;;
92;Gang 1e verdieping bij lift;Saval;B.S.H. 20m;Water;2000;2014;40 l/min;a;;;
93;Kantoor groep 7;Smeba;MF-60;Schuim;2012;;;a;;;
94;Cellengang groep 7;Saval;B.S.H. 20m;Water;2000;2014;48 l/min;a;;;
95;Kantoor groep 8;Smeba;MF-60;Schuim;2012;;;a;;;
96;Cellengang groep 8;Saval;B.S.H. 20m;Water;2000;2014;48 l/min;a;;;
97;Gang groep 7-8;Saval;B.S.H. 20m;Water;2000;2014;32 l/min;a;;;
98;Gang bij lift 2e verdieping;Saval;B.S.H. 20m;Water;2000;2014;36 l/min;a;;;
99;Gang fitness 2e verdieping;Saval;B.S.H. 20m;Water;2000;2014;34 l/min;a;;;
100;Soos ruimte 2.035;Smeba;MF-60;Schuim;2011;;;a;;;
101;Gang bij 2.032;Saval;B.S.H. 20m;Water;2000;2014;36 l/min;a;;;
102;Ketelhuis dakopbouw;Gloria;KS 5 SE;Co2;2006;;;a;;;
103;Werkplaats TD;Smeba;MF-60;Schuim;2012;;Reserve;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
