Monteur : M Gutte;;
Adres       : Heikantsebaan 48;;
;;
Locatie;Tappunt;Temp.
Keuken;Keukenmengkraan;40,5 C°
Badkamer groot;Wastafelmengkraan;37,2 C°
;Douchemengkraan;39,1 C°
Slaapkamer;Wastafelmengkraan;39,7 C°
;Douchemengkraan;38,2 C°
Slaapkamer 1e verd.;Wastafelmengkraan;16,0 C°
;Douchemengkraan;39,2 C°
Slaapkamer 1e verd.;Wastafelmengkraan;38,9 C°
;Douchemengkraan;39,2 C°
Slaapkamer 1e verd.;Wastafelmengkraan;39,9 C°
;Douchemengkraan;38,4 C°
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
