Monteur : M Gutte;;
Adres       : Nieuwe kerkstraat 39 - 41;;
;;
Locatie;Tappunt;Temp.
Kamer 39.09;Wastafelmengkraan;43,0 C°
;Badmengkraan;37,6 C°
Kamer 39.10;Wastafelmengkraan;39,2 C°
;Douchemengkraan;30,6 C°
Kamer 41.10;Uitstortgootsteen;42,3 C°
Kamer 41.08;Douchemengkraan;38,2 C°
;Wastafelmengkraan;63,0 C°
Kamer 41.07;Badmengkraan;37,0 C°
;Wastafelmengkraan;35,2 C°
;Douchemengkraan;38,2 C°
Keuken;Keukenmengkraan;49,9 C°
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
