Monteur : M Gutte;;
Adres       : Honk 7 en 9;;
;;
Locatie;Tappunt;Temp.
Kamer 20;Keukenmengkraan Rechts;35,6 C°
;Keukenmengkraan Links;57,1 C°
Kamer 26;Wastafelmengkraan;46,1 C°
;Uitstortgootsteen;37,1 C°
Kamer 28;Wastafelmengkraan;36,9 C°
;Douchemengkraan;38,1 C°
Kamer 24;Wastafelmengkraan;32,4 C°
;Douchemengkraan;39,2 C°
Kamer 30;Wastafelmengkraan;36,7 C°
;Douchemengkraan;38,2 C°
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
