Monteur : M Gutte;;
Adres       : Berkt 28;;
;;
Locatie;Tappunt;Temp.
Keuken;Keukenmengkraan;41,0 C°
Badkamer klein;Wastafelmengkraan;38,4 C°
;Douchemengkraan;39,8 C°
;Wastafelmengkraan;40,2 C°
1e Rechts;Wastafelmengkraan;40,2 C°
;Douchemengkraan;39,4 C°
1e Links;Wastafelmengkraan;39,2 C°
;Douchemengkraan;38,4 C°
;Badmengkraan;36,8 C°
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
