Monteur : M Gutte;;
Adres       : Nieuwe kerkstraat 46A;;
;;
Locatie;Tappunt;Temp.
Keuken;Keukenmengkraan;38,2 C°
;Wastafelmengkraan;39,2 C°
Kamer 10;Wastafelmengkraan;40,0 C°
Kamer 15;Wastafelmengkraan;38,4 C°
Keuken 1e verd.;Keukenmengkraan;65,0 C°
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
