;;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;;
;;Bco Brandpreventie;;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;;Poederblussers;;
;;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;J. Nederkoorn ;;;;;;Slangenhaspels-water;;
Locatie:;PI Vught - Unit 3;;Datum:;Week 26, 2015;;;;;;Blusdekens;;
Adres:;Lunettenlaan 501, Vught;;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;;Reden afkeur;;
1;Bipo unit 3;Smeba;MC5E;CO2;2012;;;a;B30.001;;;
2;Gang BSD;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H30.001;;;
3;Gang BSD;Smeba;MF 60;schuim;2010;;;a;B30.002;;;
4;Patio A;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H31.001;;;
5;Huiskamer A;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H31.002;;;
6;Bewaarderswacht A;Smeba;MF 60;schuim;2012;;;a;B31.001;;;
7;Bewaarderswacht B;Smeba;MF 60;schuim;2012;;;a;B32.001;;;
8;Huiskamer B;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H32.001;;;
9;Patio B;Ajax;BSH 20 m;water;2008;2013;36 l/min;a;H32.002;;;
10;Iso B-C;Smeba;MF 60;schuim;2012;;;a;B32.002;;;
11;Patio C;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H33.001;;;
12;Huiskamer C;Saval;BSH 20 m;water;1993;2013;36 l/min;a;H33.002;;;
13;Bewaarderswacht C;Smeba;MF 60;schuim;2012;;;a;B33.001;;;
14;Bewaarderswacht D;Smeba;MF 60;schuim;2012;;;a;B34.001;;;
15;Huiskamer D;Saval;BSH 20 m;water;1993;2013;34 l/min;a;H34.001;;;
16;Patio D;Saval;BSH 20 m;water;1993;2013;32 l/min;a;H34.002;;;
17;Iso DS;Smeba;MF 60;schuim;2012;;;a;B35.001;;;
18;Patio E;Ajax;BSH 20 m;water;2008;2013;40 l/min;a;H35.001;;;
19;Huiskamer E;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H35.002;;;
20;Bewaarderswacht E;Smeba;MF 60;schuim;2012;;;a;B35.002;;;
21;Bewaarderswacht F;Smeba;MF 60;schuim;2012;;;a;B36.001;;;
22;Huiskamer F;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H36.001;;;
23;Patio F;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H36.002;;;
24;Crea;Smeba;MF 60;schuim;2012;;;a;B37.003;;;
25;Gang onderwijs;Smeba;MF 60;schuim;2012;;;a;B37.001;;;
26;Hal bij lift BG;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H37.001;;;
27;Lift machinekamer BG;Smeba;MC5E;CO2;2012;;;a;B37.002;;;
28;Ketelhuis;BCO;MC 5;CO2;2015;;;a;B37.201;Vernieuwd;;
29;Directie gang 1e verd;Smeba;MF 60;schuim;2012;;;a;B37.101;;;
30;Directie gang 1e verd;Ajax;BSH 20 m;water;2008;2013;42 l/min;a;H37.101;;;
31;Hal bij nr 53TD;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H37.102;;;
32;Gang MD;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H30.101;;;
33;Gang MD;Smeba;MF 60;schuim;2012;;;a;B30.101;;;
34;Patio G;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H30.102;;;
35;Huiskamer G;Saval;BSH 20 m;water;1993;2013;36 l/min;a;H31.101;;;
36;Bewaarderswacht G;Smeba;MF 60;schuim;2012;;;a;B31.101;;;
37;Bewaarderswacht H;Smeba;MF 60;schuim;2012;;;a;B32.101;;;
38;Huiskamer H;Saval;BSH 20 m;water;1993;2013;36 l/min;a;H32.101;;;
39;Patio H;Ajax;BSH 20 m;water;2008;2013;34 l/min;a;H32.102;;;
40;Patio I;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H33.101;;;
41;Huiskamer I;Saval;BSH 20 m;water;1993;2013;40 l/min;a;H33.102;;;
42;Bewaarderswacht I;Smeba;MF 60;schuim;2012;;;a;B33.101;;;
43;Bewaarderswacht J;Smeba;MF 60;schuim;2012;;;a;B34.101;;;
44;Huiskamer J;Saval;BSH 20 m;water;1993;2013;36 l/min;a;H34.101;;;
45;Patio J;Saval;BSH 20 m;water;1993;2013;32 l/min;a;H34.102;;;
46;Patio K;Ajax;BSH 20 m;water;2008;2013;40 l/min;a;H35.101;;;
47;Huiskamer K;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H35.102;;;
48;Bewaarderswacht K;Smeba;MF 60;schuim;2012;;;a;B35.101;;;
49;Bewaarderswacht L;Smeba;MF 60;schuim;2012;;;a;B36.101;;;
50;Huiskamer L;Saval;BSH 20 m;water;1993;2013;38 l/min;a;H36.101;;;
51;Patio L;Saval;BSH 20 m;water;1993;2013;36 l/min;a;H36.102;;;
  Ev. Opmerkingen:;;;;;;;;;;;;
;12x Blusdeken;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
