;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;Galliershof 22;;;;;;;
;;;5349 BV Oss;;;;;;;
;;;;;;;;;;
Klant: Gemeente Oss;;;Naam monteur: Marty Gutte;;;;;;;
Locatie: Brandweer berghem;;;Datum: November, 2015;;;;;;;
Adres: Kloosterstraat 30, Berghem;;;;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;;wagenstalling;BSH;;;;JA;Ø22;knel;
2;;wagenstalling;kw kraan;;;;JA;1/2;schroef;
3;;werkruimte washok;wm;;;;NEE;1/2;schroef;
4;;hal;water-meter;;;Meterput;JA;;;
5;;kantine;vw;;;;JA;1/2;schroef;
6;;cv ruimte;vulkraan;CA;;;JA;Ø15;knel;
7;;keuken;koffieapparaat;EA;;;JA;Ø15;knel;
8;;cv ruimte;inlaat-combinatie;EA;;;JA;Ø22;knel;
Opmerkingen:;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
