;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;Galliershof 22;;;;;;;
;;;5349 BV Oss;;;;;;;
;;;;;;;;;;
Klant: Gemeente Oss;;;Naam monteur: Marty Gutte;;;;;;;
Locatie: Dorpshuis het Slotje;;;Datum: November, 2015;;;;;;;
Adres: Schoolstraat 2, Herpen;;;Complexnr: ;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;;hal;BSH;EA;;;JA;Ø22;knel;
2;;bso;boiler;EA;;;JA;Ø15;knel;
3;;keuken;ijsmachine;EA;;;JA;1/2;schroef;
4;;keuken;koffie apparaat;EA;;;JA;3/4'';schroef;
5;;opslag in keuken;bierspoeler;EA;;;JA;1/2;schroef;
6;;opslag in keuken;cv ketel vulkraan;EA;;;JA;1/2;schroef;
7;;opslag in keuken;cv ketel inlaatcombinatie;EA;;;JA;Ø15;knel;
8;;spoelkeuken;VW;CA;;;JA;Ø15;knel;
9;;spoelkeuken;spoelkraan kw;EA;;;JA;1/2;binnen-buitendraad;
10;;spoelkeuken;spoelkraan ww;EA;;;JA;1/2;binnen-buitendraad;
11;;spoelkeuken;WM;EA;;;JA;1/2;schroef;
12;;grote zaal;BSH;EA;;;JA;Ø22;knel;
13;;biljartzaal;VW;CA;;;JA;1/2;schroef;
14;;biljartzaal;bierspoeler;EA;;;JA;1/2;schroef;
15;;biljartzaal;vulkraan;EA;;;JA;1/2;schroef;
16;;biljartzaal;inlaat combinatie;EA;;;JA;Ø15;knel;
17;;biljartzaal;koffie apparaat;EA;;;JA;3/4'';binnen-buitendraad;
18;;hal;BSH;EA;;;JA;Ø22;cap;
19;;sportzaal;BSH;EA;;In ketelhokje;JA;Ø22;cap;
20;;CV ruimte sportzaal;vulkraan;EA;;;JA;Ø15;cap;
21;;CV ruimte sportzaal;inlaat combinatie;EA;;;JA;Ø15;knel;
22;;ingang;watermeter;EA;;;JA;;;
23;;zaal ingang links;boiler;EA;;;JA;Ø15;knel;
24;;invalide toilet;koudwater kraan;EB;;;JA;1/2;schroef;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
