;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: ;;DKC;Naam monteur: ;M Gutte;;;;;
Locatie:;;Dekra Arnhem;Week: ;December, 2015;;;;;
Adres: ;;Meander 1051, Arnhem;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;7;Tech. Ruimte;Lucht bevochtiger;EA;Boven Bevochtiger;a;ø15;CAP;
2;7;Tech. Ruimte;Lucht bevochtiger;EA;Boven Bevochtiger;a;ø15;CAP;
3;7;Tech. Ruimte;Boiler 10L.;EA;Onder Wasbak;a;ø15;Knel;
4;7;Tech. Ruimte;Lucht bevochtiger;EA;Boven Bevochtiger;a;ø15;CAP;
5;7;Tech. Ruimte;Lucht bevochtiger;EA;Boven Bevochtiger;a;ø15;CAP;
6;6;Koffie Ruimte;Koffie automaat;EA;In Plafond;a;ø15;Knel;
7;6;Gang bij 604;BSH;EA;In Plafond;a;ø15;Knel;
8;6;Gang bij Lift;BSH;EA;In Plafond;a;ø15;Knel;
9;6;Gang bij 622;BSH;EA;In Plafond;a;ø15;Knel;
10;6;Gang bij 619;BSH;EA;In Plafond;a;ø15;Knel;
11;6;Gang bij 613;BSH;EA;In Plafond;a;ø15;Knel;
12;6;Gang bij 611;BSH;EA;In Plafond;a;ø15;Knel;
13;5;Koffie Ruimte;Koffie automaat;EA;In Plafond;a;ø15;Knel;
14;5;Gang bij 508;BSH;EA;In Plafond;a;ø15;Knel;
15;5;Gang bij 514;BSH;EA;In Plafond;a;ø15;Knel;
16;5;Gang bij 522;BSH;EA;In Plafond;a;ø15;Knel;
17;5;Gang bij 525;BSH;EA;In Plafond;a;ø22;Knel;
18;5;Gang bij 513;BSH;EA;In Plafond;a;ø22;Knel;
19;5;Gang bij 507;BSH;EA;In Plafond;a;ø22;Knel;
20;4;Gang bij 415;BSH;EA;In Plafond;a;ø22;Knel;
21;4;Gang bij 411;BSH;EA;In Plafond;a;ø22;Knel;
22;4;Gang bij 407;BSH;EA;In Plafond;a;ø22;Knel;
23;4;Ruimte 400/402;KW Kraan;EA;In Plafond;a;ø15;Knel;
24;4;Ruimte 400/402;KW Kraan;EA;In Plafond;a;ø15;Knel;
25;4;Ruimte 400/402;KW Toevoer;EA;In Plafond;a;ø42;Knel;
26;4;Gang bij 406;BSH;EA;In Plafond;a;ø22;Knel;
27;4;Gang bij 408;BSH;EA;In Plafond;a;ø22;Knel;
28;4;Gang bij 410;BSH;EA;In Plafond bij bsh 27;a;ø22;Knel;
29;4;Gang bij 416;BSH;EA;In Plafond;a;ø22;Knel;
30;3;Gang bij 305;BSH;EA;In Plafond;a;ø22;Knel;
31;3;Gang bij 319;BSH;EA;In Plafond;a;ø22;Knel;
32;3;Gang bij 325;BSH;EA;In Plafond;a;ø22;Knel;
33;3;Gang bij 328;BSH;EA;In Plafond;a;ø22;Knel;
34;3;Bij ruimte 324;Wasbak;EA;In Plafond;a;ø15;Knel;
35;3;Bij Ruimte 324;Wasmachinekraan;EA;In Plafond;a;3/4'';Schroef;
36;3;Gang bij 316;BSH;EA;In Plafond;a;ø22;Knel;
37;3;Koffie Ruimte;Koffie automaat;EA;In Plafond;a;ø15;Knel;
38;3;Gang bij 308;BSH;EA;In Plafond;a;ø22;Knel;
39;2;Gang bij 226;BSH;EA;In Plafond;a;ø22;Knel;
40;2;Ruimte 224;KW Kraan;EA;In Plafond;a;3/4'';Schroef;
41;2;Naast 224;Toevoer KW wasbak;EA;In Plafond bij gang 221;a;;;
42;;Gang bij 216;BSH;EA;In Plafond;a;ø22;Knel;
43;;Koffie Ruimte;Koffie automaat;EA;In Plafond;a;ø15;Knel;
44;;Gang bij 210;BSH;EA;In Plafond;a;ø22;Knel;
45;;Gang bij 207;BSH;EA;In Plafond;a;ø22;Knel;
46;;Gang bij 215;BSH;EA;In Plafond;a;ø22;Knel;
47;;Gang bij 225;BSH;EA;In Plafond;a;ø22;Knel;
48;1;Restaurant;Koffie automaat;EA;Achter bij keuken;a;3/4'';Schroef;
49;1;Afwas keuken;Spoelkraan KW;EA;Onder Werkblad;a;3/8'';Schroef;
50;1;Afwas keuken;Spoelkraan WW;EA;Onder Werkblad;a;3/8'';Schroef;
51;1;Afwas keuken;Boiler;EA;In Kast;a;ø15;Schroef;
52;1;Naast Werkkast;Wasmachine;EA;Aan plafond;a;ø15;Knel;
53;1;De Bar;Bierspoelleiding;EA;Aan Kraan;a;3/4'';Knel;
54;1;Restaurant;Koffie automaat;EA;Onder koffie automaat;a;3/4'';Schroef;
55;1;Restaurant;Toevoer KW;EA;Onder koffie automaat;a;ø15;Schroef;
56;1;Dames douche;Boiler;EA;Boven Plafond;a;ø15;Knel;
57;1;Gang bij 121;BSH;EA;Boven Plafond;a;ø22;Knel;
58;1;Gang bij 113;BSH;EA;Boven Plafond;a;ø22;Knel;
59;1;Gang bij 107;BSH;EA;Boven Plafond;a;ø22;Knel;
60;1;Gang bij Toilet;BSH;EA;Boven Plafond;a;ø22;Knel;
61;1;Gang bij Restaurant;BSH;EA;Boven Plafond Werkkast;a;ø22;Knel;
62;1;Gang bij grote hal;BSH;EA;In Plafond;a;ø22;Knel;
63;BG;Hal Pantry;Koffie Automaat;EA;Bij Koffie Automaat;a;1/2'';Schroef;
64;BG;Hal Pantry;Boiler;EA;Keukenkast;a;ø15;Knel;
65;BG;Ruimte 023;Boiler;EA;Keukenkast;a;ø15;Knel;
66;BG;Gang bij 019;Toevoer KW;EA;In Plafond;a;ø15;Knel;
67;BG;Gang bij 019;BSH;EA;In Plafond;a;ø22;Knel;
68;BG;Gang bij 013;BSH;EA;In Plafond;a;ø22;Knel;
69;BG;Gang bij 007;Koffie Automaat 1e.;EA;In Plafond;a;ø15;Knel;
70;BG;Gang bij 007;BSH;EA;In Plafond;a;ø22;Knel;
71;BG;Gang ;BSH;EA;In Plafond;a;ø22;Knel;
72;BG;Gang bij 010;BSH;EA;In Plafond;a;ø22;Knel;
73;BG;Gang bij 006;BSH;EA;In Plafond;a;ø22;Knel;
74;BG;Gang bij 006;Toevoer KW;EA;In Plafond;a;ø22;Knel;
75;BG;Tech. Dienst;Toevoer Koffie aut.;EA;In Plafond;a;ø15;Knel;
76;BG;Tech. Dienst;Toevoer Wasbak;EA;In Plafond;a;ø15;Knel;
77;BG;Ingang;Gevelkraan;EA;In Plafond;a;ø15;Knel;
78;BG;Tech. Dienst;Toevoer KW;EA;In Plafond;a;ø15;Knel;
79;BG;Tech. Dienst;Gevelkraan;EA;Boven Ingang;a;ø15;Knel;
80;4;Ruimte 407;Boiler;EA;In Plafond;a;ø15;Knel;
81;4;Ruimte 407;Toevoer Boiler;EA;In Plafond;a;ø15;Knel;
82;4;Ruimte 407;Toevoer regendouche;EA;In Plafond;a;ø15;Knel;
83;-1;Hydrofoorruimte;Watermeter;EA;;;;;
84;-1;Hydrofoorruimte;Hydrofoor;EA;;a;1'';Schroef;
