;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;John Nederkoorn;;;;;Slangenhaspels-water;;
Locatie:;P.I. Grave;;Datum:;Week 35, 2015;;;;;Blusdekens;;
Adres:;Muntlaan 1 Grave;;Complexnr:;100177G01;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang bij E021;Ajax;BSh 20 m;water;;2013;32 l/min;a;;;
2;;;;;1993;;;r;;;
3;portiersloge;BCO;EFS6;schuim;2014;;;a;;;
4;T.D. ruimte E008;Gloria;ks 5 se;CO2;1997;;;a;;;
5;gang bij E025;Euro Fire;BSH 25 m;water;2008;2013;32 l/min;a;;;
6;TBT E033;Smeba;MF 60;schuim;2011;;;a;;;
7;BHV E034;Jockel;ks 5 j;CO2;2002;;;a;;;
9;BHV E034;Jockel;ks 5 j;CO2;2002;;;a;;;
10;bezoekersruimte;Gloria;ks 5 se;CO2;1993;;;a;;;
11;gang D012;Ajax;BSH 25 m;water;;2013;40 l/min;a;;;
12;gang bij D041;BCO;EFS6;schuim;2015;;;a;;;
13;gang bij D024;Ajax;BSH 25 m;water;;;36 l/min;a;;;
14;gang D005;Euro Fire;BSH 25 m;water;2007;;40 l/min;a;;;
16;gang bij E047;Ajax;BSH 25 m;water;;2013;28 l/min;a;;;
17;gang bij E047;Jockel;KS5J;CO2;2004;;;a;;;
18;teamkamer A050;blusdeken;;;;;;a;;;
19;teamkamer A050;Gloria;S6d ECO;schuim;2009;;;a;;;
20;recreatieruimte A041;blusdeken;;;;;;a;;;
21;recreatieruimte A041;Smeba;MC 5E;CO2;2011;;;a;;;
22;cellengang A034;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
23;cellengang A004;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
23a;sport F0.03;R.H.;slw 6 D;schuim;2013;;;a;;;
23b;sport gang F0.051;Ajax;BSH 25 m;water;;2013;34 l/min;a;;;
24;cellengang A012;Gloria;BSH 25 m;water;;2013;34 l/min;a;;;
25;teamkamer B050;blusdeken;;;;;;a;;;
26;recreatie B038;blusdeken;;;;;;a;;;
27;recreatie B038;BCO;EFS6;schuim;2013;;;a;;;
28;cellengang B038;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
29;celengang B004;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
30;cellengang B012;Euro Fire;BSH 25 m;water;2008;2013;34 l/min;a;;;
31;gang J0.01;Ajax;BSH 20 m;water;;2013;36 l/min;a;;;
32;in ruimte J024;BCO;EFS6;schuim;2013;;;a;;;
33;in ruimte J0.08;BCO;EFS6;schuim;2013;;;a;;;
34;gang bij J022;Ajax;BSH 20 m;water;;2013;32 l/min;a;;;
35;in ruimte J021;BCO;MC5;CO2;2014;;;a;;;
36;in ruimte J011;Euro Fire;NF 6;schuim;2008;;;a;;;
37;gang bij J0.18;Ajax;BSH 20 m;water;;2013;32 l/min;a;;;
38;kantoor sport K006;Euro Fire;NF 6;schuim;2008;;;a;;;
39;gang bij sportzaal;Ajax;BSH 30 m;water;2008;2013;32 l/min;a;;;
40;teamkamer L;blusdeken;;;;;;a;;;
41;teamkamer L;Gloria;ks 5 se;CO2;1997;;;a;;;
42;cellengang L001;Ajax;BSH 20 m;water;;2013;40 l/min;a;;;
43;cellengang L013;Ajax;BSh 20 m;water;;2013;32 l/min;a;;;
44;cellengang L031;Smeba;MC 5E;CO2;2011;;;a;;;
45;Ruimte L031;blusdeken;;;;;;a;;;
46;Ruimte L031;blusdeken;;;;;;a;;;
47;hal bij M-L ;Ajax;BSH 20 m;water;;2013;40 l/min;a;;;
48;gang bij M033;Ajax;BSH 20 m;water;;2013;40 l/min;a;;;
49;recreatie M032;Blusdeken;;;;;;a;;;
50;recreatie M032;Smeba;MC 5E;CO2;2011;;;a;;;
51;teamkamer M022;blusdeken;;;;;;a;;;
52;teamkamer M022;RH;AC 5B;CO2;2013;;;a;;;
53;cellengang M010;Ajax;BSH 20 m;water;;2013;36 l/min;a;;;
54;cellengang M016;Ajax;BSH 20 m;water;;2013;36 l/min;a;;;
55;recreatie M037;blusdeken;;;;;;a;;;
56;recreatie M037;Smeba;MC-5E;CO2;2011;;;a;;;
57;TD reserve;BCO;EFS6;schuim;2013;;;r;;;
58;Magazijn GO13;RH;AC 5B;CO2;2013;;;a;;;
59;TD reserve G003;RH;AC 5B;CO2;2013;;;a;;;
118;TD reserve G003;BCO;MC5;CO2;2013;;;a;;;
62;TD E022;RH;AC 5B;CO2;2013;;;a;;;
63;TD reserve G003;RH;slw 6 D;schuim;2013;;;a;;;
64;G015 Gang Arbeid;Smeba;MF 60;schuim;2012;;;a;;;
65;winkel J012;BCO;EFS6;schuim;2013;;;a;;;
66;Magazijn G006;BCO;EFS6;schuim;2013;;;a;;;
67;in ruimte G003;RH;slw 6 D;schuim;2013;;;a;;;
68;TD werkplaats G004;Ajax;BSH 25 m;water;1998;2013;32 l/min;a;;;
69;werkzaal 4 G016;Ajax;BSH 30 m;water;2008;2013;42 l/min;a;;;
70;werkzaal 3 G025;Smeba;BSH 25 m;water;2011;;44 l/min;a;;;
71;werkzaal 2 G031;Gloria;BHS 25 m;water;;2013;44 l/min;a;;;
72;werkzaal 1 G038;Ajax;BSH 30 m;water;;2013;42 l/min;a;;;
73;noodstroom ruimte ;Smeba;MP6;poeder;2011;;;a;;;
74;magazijn G006;BCO;EFS6;schuim;2013;;;a;;;
75;magazijn G006;Smeba;MC 5E;CO2;2011;;;a;;;
77;magazijn G013;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
78;magazijn G013;Gloria;BSH 20 m;water;;2013;36 l/min;a;;;
79;magazijn gang G015;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
80;WZ 4-3 toezicht;Gloria;S6DLWB;schuim;2008;;;a;;;
81;WZ 4-3 toezicht;Gloria;S6D ECO;schuim;2008;;;a;;;
82;WZ 2-1 toezicht;Gloria;S6D ECO;schuim;2008;;;a;;;
83;WZ 2-1 toezicht;Smeba;MF 60;schuim;2012;;;a;;;
84a;tractor ruimte;kling;EPS 6;poeder;2011;;;a;;;
85a;nishut;kling;EPS 6;poeder;2011;;;a;;;
84;bij pantry E108;Ajax;BSH 20 m;water;;2013;32 l/min;;;;
85;gang bij E113;Ajax;BSH 25 m;water;;2013;32 l/min;;;;
86;in ruimte E102;BCO;K5;CO2;2014;;;a;;;
87;in ruimte E105;BCO;EFS6;schuim;2013;;;a;;;
88;in CMK E124;Gloria;ks 5 se;CO2;1997;;;a;;;
89;in TD D124;Smeba;MC 5E;CO2;2011;;;a;;;
90;gang D101;Gloria;BSH 25 m;water;;2013;40 l/min;a;;;
91;gang D101;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
90a;lift m.k. D105;Euro Fire;NC2;CO2;2009;;;;;;
91a;in TD ruimte C109;BCO;EFS6;schuim;2013;;;;;;
92;keuken;Smeba;MC 5E;CO2;2011;;;a;;;
93;keuken D1.07;blusdeken;;;;;;a;;;
94;restaurant;blusdeken;;;;;;a;;;
95;restaurant D107;Euro Fire;NC5;CO2;2007;;;a;;;
96;gang bij E1.31;Euro Fire;BSH 25 m;water;2007;2013;36 l/min;a;;;
97;gang J1.01;Ajax;BSH 20 m;water;;2013;38 l/min;a;;;
98;gang J1.01;Ajax;BSH 20 m;water;;2013;38 l/min;a;;;
99;in ruimte J128;Gloria;S6D ECO;schuim;2008;;;a;;;
99a;stilteruimte;BCO;EFS6;schuim;2015;;;a;;;
100;gang J1.01;Ajax;BSH 20 m;water;;2013;36 l/min;a;;;
101;iso k104;Euro Fire;BSH 20 m;water;2006;2013;34 l/min;a;;;
102;iso k111;Euro Fire;MC5;CO2;2009;;;a;;;
103;keuken L131;blusdeken;;;;;;a;;;
104;keuken L131;BCO;MC5;CO2;2014;;;a;;;
105;cellengang L1.25;Ajax;BSH 20 m;water;;2013;32 l/min;a;;;
106;cellengang L1.25;Ajax;BSH 20 m;water;;2013;40 l/min;a;;;
107;teamkamer L1;blusdeken;;;;;;a;;;
108;teamkamer L1;BCO;EFS6;schuim;2013;;;a;;;
109;hal M-L 1e verd lift;Ajax;BSH 20 m;water;;2013;36 l/min;a;;;
110;cellengang M133;Ajax;BSH 20 m;water;;2013;40 l/min;a;;;
111;keuken M132;blusdeken;;;;;;a;;;
112;keuken M132;Smeba;MC 5E;CO2;2011;;;a;;;
113;cellengang M110;Euro Fire;BSH 20 m;water;2008;2013;40 l/min;a;;;
114;teamkamer M140;Smeba;MC 5E;CO2;2011;;;a;;;
115;cellengang M136;Ajax;BSH 20 m;water;;2013;28 l/min;a;;;
116;keuken M137;Smeba;MC 5E;CO2;2011;;;a;;;
117;keuken M137;blusdeken;;;;;;a;;;
60;recreatie A141;Smeba;MC 5E;CO2;2011;;;a;;;
119;recreatie A141;blusdeken;;;;;;a;;;
120;cellengang A1.36;Euro Fire;BSH 25 m;water;2006;2013;32 l/min;a;;;
121;cellengang A1.36;Euro Fire;BSH 25 m;water;2007;2013;40 l/min;a;;;
122;cellengang A1.36;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
123;recreatie B138;Gloria;S6DLWB;schuim;2009;;;a;;;
124;recreatie B138;blusdeken;;;;;;a;;;
125;cellengang B136;Gloria;BSH 25 m;water;;2013;44 l/min;a;;;
126;cellengang B136;Ajax;BSH 25 m;water;;2013;38 l/min;a;;;
127;cellengang B136;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
128;kleedruimte F102;Ajax;BSH 30 m;water;2008;2013;38 l/min;a;;;
129;trappenhuis bij F107;Gloria;ks 5 se;CO2;1997;;;a;;;
130;in fitnessruimte;Ajax;BSH 20 m;water;2009;2014;34 l/min;a;;;
131;bibliotheek E209;RH;SLW 6 D eco;schuim;2013;;;a;;;
132;gang bij E212;Ajax;BSH 25 m;water;;2013;30 l/min;a;;;
133;in TD ruimte E233;BCO;EFS6;schuim;2013;;;a;;;
134;gang bij E2.18;Ajax;BSH 25 m;water;;2013;28 l/min;a;;;
135;in BHV ruimte E228;Gloria;S6DLWB;schuim;2008;;;a;;;
136;in gang N204;BCO;EFS6;schuim;2013;;;a;;;
137;in gang N203;RH;AC5B;CO2;2013;;;a;;;
138;in ruimte N202;BCO;EFS6;schuim;2013;;;a;;;
139;recreatieruimte A241;blusdeken;;;;;;a;;;
140;recreatieruimte A241;Smeba;MF 60;schuim;2011;;;a;;;
141;cellengang A2.36;Gloria;BSH 25 m;water;;2013;32 l/min;a;;;
142;cellengang A2.36;Gloria;BSH 25 m;water;;2013;32 l/min;a;;;
143;cellengang A2.36;Ajax;BSH 25 m;water;;2013;30 l/min;a;;;
144;teamkamer A-B2;Smeba;MC 5E;CO2;2011;;;a;;;
145;recreatie B238;blusdeken;;;;;;a;;;
146;recreatie B238;Smeba;MC 5E;CO2;2011;;;a;;;
147;cellengang B2.36;Gloria;BSH 25 m;water;;2013;36 l/min;a;;;
148;cellengang B2.36;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
149;cellengang B2.36;Euro Fire;BSH 25 m;water;;2013;40 l/min;a;;;
150;recreatie A341;RH;AC5B;CO2;2013;;;a;;;
151;recreatie A341;blusdeken;;;;;;a;;;
152;cellengang A3.36;Ajax;BSH 25 m;water;;2013;28 l/min;a;;;
153;cellengang A3.36;Ajax;BSH 25 m;water;;2013;28 l/min;a;;;
154;cellengang A3.36;Ajax;BSH 25 m;water;;2013;32 l/min;a;;;
155;teamkamer A-B3;Gloria;ks 5 E;CO2;1997;;;a;;;
156;teamkamer A-B3;blusdeken;;;;;;a;;;
157;recreatie B338;Smeba;MC 5E;CO2;2011;;;a;;;
158;recreatie B338;blusdeken;;;;;;a;;;
159;cellengang B3.36;Ajax;BSH 25 m;water;;2013;38 l/min;a;;;
160;cellengang B3.36;Ajax;BSH 25 m;water;;2013;36 l/min;a;;;
161;cellengang B3.36;Gloria;BSH 25 m;water;;2013;32 l/min;a;;;
162;gang C4.09;Euro Fire;BSH 25 m;water;2008;2013;36 l/min;a;;;
163;ketelhuis C411;Gloria;ks 5 se;CO2;1997;;;a;;;
164;in ruimte C423;Smeba;MC 5E;CO2;2011;;;a;;;
165;in ruimte C407;Smeba;MF 60;schuim;2012;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
