;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;GolfLinked;;Naam monteur:;J Verhagen;;;;;Slangenhaspels-water;;
Locatie:;Wijchen;;Datum:;10-1-2015;;;;;Blusdekens;;
Adres:;Edisonstraat 31;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Hal Ingang;Ajax;BSH 20m;Water;2007;2015;36 L p/m;a;;;
2;Hal ingang;NU-Swift;Premier NSE6P;Eco Schuim;2008;;;a;;;
3;Golfruimte;NU-Swift;1505Q;CO2;1999;;;a;;;
4;Golfruimte;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
5;Golfruimte onder trap;Ajax;Mini haspel 20m;Water;1990;2015;20 L p/m;a;;;
6;Kantoor Golf;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
7;Kantoor;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
8;Magazijn;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
9;Magazijn;Ajax;BSH 20m;Water;2007;2015;32 L p/m;a;;;
9a;Magazijn;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
10;Schoenen winkel;NU-Swift;1505Q;CO2;1999;;;a;;;
11;1e Hal;Ajax;BSH 20m;Water;2007;2015;32 L p/m;a;;;
12;1e Hal;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
13;1e Kantine;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
14;1e Gang;Moyne-Roberts;MF-60;Schuim;2015;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;Mini haspel valt buiten NEN 671-3, Debietmeting heeft geen effect voor goed/afkeuring.;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
