;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;SWB;;Naam monteur:;Marty Gutte;;;;;Slangenhaspels-water;;
Locatie:;Reigerhof;;Datum:;Week 27, 2015;;;;;Blusdekens;;
Adres:;Van Empelstraat Opheusden;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Middenkern;Saval;BSH 30 m;water;2011;;32 l/min;a;;;
2;Middenkern;Saval;BSH 30 m;water;2011;;32 l/min;a;;;
3;Middenkern;Saval;B6P-SC;schuim;2012;;;a;Blusstof vervangen 2022;;
4;Middenkern;Saval;BSH 30 m;water;2011;;32 l/min;a;;;
5;Middenkern;Saval;B6P-SC;schuim;2012;;;a;Blusstof vervangen 2022;;
6;Middenkern;Saval;BSH 30 m;water;2011;;28 l/min;a;;;
7;Middenkern;Saval;B6P-SC;schuim;2012;;;a;Blusstof vervangen 2022;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
