;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;De Rosep;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Hotel De Rosep;;Datum:;12-1-2015;;;;;Blusdekens;;
Adres:;Oirschotsebaan 15, Oisterwijk;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
;Restaurant;Ajax;ES6N;Schuim;2013;;;a;;;
;Bos Restaurant;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
;Wijnkelder;Ajax;ES6N;Schuim;2013;;;a;;;
;Parel van Brabantzaal;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
;Gang Parel van Brabantzaal;Chubb;EHF6;Schuim;2000;;;a;;;
;Keuken;Chubb;EHC50;Co2;2000;;;a;;;
;Keuken Midden;Ajax;MC5;Co2;2009;;;a;;;
;Keuken achter (kreeften);Ajax;ES6N;Schuim;2008;;;a;;;
;Bar Brabant Zaal;Chubb;EHF6;Schuim;2000;;;a;;;
;Keuken Bij koffieautomaat;Ajax;MC5;Co2;2014;;;a;;;
;Gang Receptie;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
;Wasruimte;Ajax;ES6;Schuim;2011;;;a;;;
;Gang kamer 37;Ajax;ES6;Schuim;2011;;;a;;;
;Gang Welness;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
;Zwembad;Ajax;ES6;Schuim;2011;;;a;;;
;Gang bij 40;Ajax;ES6;Schuim;2011;;;a;;;
;Gang bij 53;Moyne Roberts;MF-60;Schuim;2015;;;a;;;
;Gang bij 59;Chubb;F6;Schuim;1998;;;a;;;
;Gang bij Beukenzaal;Chubb;EHF6;Schuim;2000;;;a;;;
;1e Garderobe;Ajax;ES6;Schuim;2011;;;a;;;
;\Gang 1e bij kamer 5;Chubb;EHF6;Schuim;2000;;;a;;;
;Receptie;Ajax;MC2;Co2;2009;;;a;;;
;Receptie;Ajax;ES6N;Schuim;2014;;;a;;;
;Parel van brabantzaal;Ajax;ES6N;Schuim;2013;;;a;;;
;Gang kamer 27;Ajax;ES6N;Schuim;2013;;;a;;;
;Gang kamer 27;Ajax;BSH 30m;Water;;2013;30 L p/m;a;;;
;Gang kamer 1;Chubb;F6;Schuim;2003;;;a;;;
;Gang kamer 1;Ajax;BSH 30m;Water;;2013;36 L p/m;a;;;
;Gang kamer 8;Ajax;ES-6;Schuim;2011;;;a;;;
;Gang kamer 8;Ajax;BSH 30m;Water;;2013;32 L p/m;a;;;
;Hijbenszaal - Keuken;Chubb;F-6;Schuim;2003;;;a;;;
;Kamer 31;Saval;BSH 20m;Water;1991;2013;32 L p/m;a;;;
;Kamer 37;Saval;BSH 20m;Water;1991;2013;32 L p/m;a;;;
;Gang kamer 41;Saval;BSH 30m;Water;;;;a;;;
;Gang kamer 55;Ansul;BSH 30m;Water;1999;2013;40 L p/m;a;;;
;Gang bij van tienhovenzaal;Ajax;BSH 30m;Water;;2013;34 L p/m;a;;;
;Gang bij Beukenzaal;Ajax;BSH 25m;Water;2012;;38 L p/m;a;;;
;Gang 1e kamer 5;Ajax;BSH 25m;Water;2012;;36 L p/m;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
