;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;Jordi Verhagen;;;;;Slangenhaspels-water;;
Locatie:;Almata;;Datum:;8-1-2015;;;;;Blusdekens;;
Adres:;Hindelaan 7 Den Dolder;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Hoofdingang portierslogé;Ajax;ES9;schuim;2010;;;x;Weg;;
2;Hoofdingang portierslogé;Gloria;Ks5se;CO2;2006;;;x;Weg;;
3;Hoofdingang portierslogé;Ajax;ES9;schuim;2010;;;x;Weg;;
4;Gang bij portierslogé;Ajax;BSH 25m;water;2010;;;x;Straalpijp defect;;
5;Gang bij portierslogé;Ajax;BSH 25m;water;2010;2015;36 l/min;a;;;
5a;gang OA.04;Saval;BSH 20m;water;2002;;40 l/min;a;;;
6;Techn. Ruimte gang;Ajax;KA5;CO2;2004;;;r;stoomwezen - revisie;;
7;bezoekersruimte;Ajax;BSH 25m;water;2010;2015;32 l/min;a;;;
8;bezoekersruimte;Ajax;BSH 25m;water;2010;2015;32 l/min;a;;;
9;gang kantoren B;Moyne Roberts;MC5A;CO2;2011;;;a;;;
10;gang achter kantoren B;Saval;BSH 20m;water;2002;2012;40 l/min;a;;;
11;gang kantoren C;Saval;BSH 20m;water;2002;2015;36 l/min;a;;;
12;sport techn. Ruimte oc.06;Ajax;KA5;CO2;2004;;;r;stoomwezen - revisie;;
13;gang bij ruimte oc.19;Saval;BSH 20m;water;2002;2012;36 l/min;a;;;
14;sport stilte oc.18;Moyne Roberts;MF-60;schuim;2012;;;a;;;
15;in sportzaal;Saval;BSH 20m;water;2002;2012;36 l/min;a;;;
16;techn. Ruimte gang OG.03;Ajax;KA5;CO2;2004;;;r;stoomwezen - revisie;;
17;gang techn. Ruimte OG.09;Ajax;KA5;CO2;2004;;;r;stoomwezen - revisie;;
18;gang techn. Ruimte OG.11;BCO;EC5;CO2;2013;;;a;;;
19;gang magazijn TD OG.04;Gloria;S6BIO;schuim;2006;;;a;;;
19a;bij 24;Ajax;KA5;CO2;2004;;;x;Stoomwezen - revisie;;
20;gang arbeid OG.16;Saval;BSH 20m;water;2002;2012;32 l/min;a;;;
21;gang arbeid OG.16;Saval;BSH 20m;water;2002;2012;32 l/min;a;;;
22;arbeid hout OG.41;Moyne Roberts;MC-5E;CO2;2012;;;a;;;
23;arbeid hout OG.41;Gloria;S6BIO;schuim;2006;;;a;;;
24;arbeid hout OG.35;Moyne Roberts;MF-60;schuim;2012;;;a;;;
25;arbeid hout OG.31;EuroFire;MF-60;schuim;2008;;;a;;;
26;arbeid lassen OG.23;Moyne Roberts;MC-5E;CO2;2012;;;a;;;
27;gang techn.r. OF.10;Ajax;KSA-5;CO2;2004;;;r;stoomwezen - revisie;;
28;gang techn.r. OF.09;Moyne Roberts;MC-5a;CO2;2011;;;a;;;
29;kantoren D techn.r. OF.11;Ajax;KA-5;CO2;2004;;;r;stoomwezen - revisie;;
30;kantoren D gang OF.08;Saval;BSH 20m;water;2002;2012;32 l/min;a;;;
31;kantoren D techn.r. OF.12;Ajax;KA-5;CO2;2004;;;r;stoomwezen - revisie;;
32;gang techn.r. OE.11;Ajax;KA-5;CO2;2004;;;r;stoomwezen - revisie;;
33;keuken techn.r. OE.02;Ajax;KA-5;CO2;2004;;;r;stoomwezen - revisie;;
35;gang keuken OE.10;Moyne Roberts;MF-60;schuim;2011;;;a;;;
36;gang keuken OE.10;Saval;BSH 20m;water;2002;2012;40 l/min;a;;;
37;grote keuken OE.04;Vetblusser;MWF-60;wet chemical;2010;;;x;Hervuilling;;
38;keuken OD.26;Ajax;EF161;schuim;2004;;;a;Uitgebreid onderhoud - revisie;;
38a;ingang PC's;Ajax;KA5;CO2;2003;;;x;stoomwezen - revisie;;
39;gang isoleer OD.28;Saval;BSH 20m;water;2002;;44 l/min;r;Lek achter haspel;;
40;opslag isoleer OD.41;Ajax;EF61;schuim;2004;;;r;Blusstof vervangen;;
41;opslag isoleer OD.41;Ajax;KA5;CO2;2004;;;r;stoomwezen;;
42;kantoor isoleer OD.26;Ajax;EF.161;schuim;2004;;;r;Blusstof vervangen;;
43;opvang gang OD.01;Saval;BSH 20m;water;2002;;44 l/min;a;;;
44;magazijn br.pomp OD.10;Moyne Roberts;MC-5E;CO2;2011;;;a;;;
45;magazijn br.pomp OD.10;BCO;EC5;CO2;2013;;;a;;;
46;techn.r. noodaggregaat;Gloria;S6DECO;schuim;2007;;;a;;;
47;gang G-1 Rk-02;Ajax;KA5;CO2;2004;;;r;stoomwezen - revisie;;
48;bedrijfshal bij loopdeur;Saval;BSH 20m;water;2002;2012;40 l/min;a;;;
49;bedrijfshal bij loopdeur;Moyne Roberts;MF-60;schuim;2013;;;a;;;
50;bedrijfshal kantoor;Moyne Roberts;MF-60;schuim;2013;;;a;;;
51;bedrijfshal schuifdeur;Moyne Roberts;MF-60;schuim;2013;;;a;;;
52;bedrijfshal schuifdeur;Saval;BSH 20m;water;2002;;;a;;;
53;gasopslag buiten;Gloria;PS9GA;poeder;2007;;;a;;;
54;gang kantoren 1e verd;Saval;BSH 20m;water;2002;2012;40 l/min;a;;;
55;kantine 1e verd;BCO;EFS6;schuim;2013;;;a;;;
56;gang kantoren 1e verd;Saval;BSH 20m;water;2002;2012;40 l/min;a;;;
57;loge mercurius;Moyne Roberts;MF-60;schuim;2013;;; x;Weg;;
58;groepsruimte mercurius;Ajax;BSH 20m;water;2002;2012;32 l/min;a;;;
59;loge pluto;Smeba;MF-60;schuim;2013;;;a;;;
60;groepsruimte pluto;Saval;BSH 20m;water;2002;2012;30 l/min;a;;;
61;loge mars;Smeba;MF-60;schuim;2013;;;a;;;
62;groepsruimte mars;Saval;BSH 20m;water;2007;2012;26 l/min;a;;;
63;loge venus;EuroFire;NF6;schuim;2008;;;a;;;
64;groepsruimte venus;Saval;BSH 20m;water;2002;2012;;r;Haspel lekt;;
65;loge jupiter;Smeba;MF-60;schuim;2013;;;a;;;
66;groepsruimte jupiter;Saval;BSH 20m;water;2002;2012;;r;Sproeikop lekt;;
67;loge neptunes;Smeba;MF-60;schuim;2013;;;a;;;
68;groepsruimte neptunes;Saval;BSH 20m;water;2002;2012;32 l/min;a;;;
69;loge saturnus;Gloria;S6DECO;schuim;2008;;;a;;;
70;groepsruimte saturnus;Saval;BSH 20m;water;2002;2012;32 l/min;a;;;
71;loge uranus;Ajax;EF161;schuim;2004;;;x;Revisie;;
72;groepsruimte uranus;Saval;BSH 20m;water;2002;2012;36 l/min;a;;;
;;;;;;;;;;;
; 't Medler;;;;;;;;;;
73;hal;Ajax;BSH 25m;water;1994;;32 l/min;a;;;
74;bij voordeur;Moyne Roberts;MF-60;schuim;2011;;;a;;;
75;in keuken;Moyne Roberts;MF-60;schuim;2011;;;a;;;
;;;;;;;;;;;
;;;;;;;;;;;
76;tussen.r. aarde-planeet;Ajax;KA5;CO2;2003;;;r;;;
78;kantoor aarde;BCO;EFS6;schuim;2013;;;a;;;
79;groepsruimte aarde;Saval;BSH 30m;water;2008;2013;30 l/min;a;;;
80;groepsruimte planeet xx;Moyne Roberts;MF-60;schuim;2013;;;x;druk indicator niet goed;;
81;kantoor planeet xx;BCO;EFS6;schuim;2013;;;a;;;
82;groepsruimte planeet xx;Saval;BSH 30m;water;2008;2013;32 l/min;a;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
