;;;Onderhoudsrapport;;;;;;;
;;;;;;;;;;
;;;BCO Brandpreventie;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Klant: Kemkens;;;Naam monteur: M. Gutte;;;;;;;
Locatie: Verpleeghuis Waelwick Ewijk;;;Datum: November, 2015;;;;;;;
Adres: Schoolpad 1,  Ewijk;;;Contractnr: C70270;;;;;;;
;;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
2;BG;technische ruimte;hydrofoor 2;EA;EA;;JA;;;
3;BG;technische ruimte;hydrofoor 3;EA;EA;;JA;;;
5;BG;technische ruimte;ontharder;CA;CA;;JA;;;
6;BG;technische ruimte;monsterkraan onthard water;;;;JA;1/2;;
7;BG;technische ruimte;cv vulpunt;CA;CA;;JA;Ø22;knel;
8;BG;technische ruimte;ontharder warm water;CA;CA;;JA;;;
9;BG;technische ruimte;circulatieleiding;EA;;;JA;;;
11;BG;technische ruimte;boiler;EA;EA;;JA;Ø42;;
12;BG;bij ingang;gevekraan;;EA;;JA;Ø15;;
13;BG;gang nabij technische ruimte;brandslanghaspel;EA;EA;;JA;Ø22;;
14;BG;wasruimte;wm kraan warm water;DAEB;DAEB;;JA;;;
15;BG;wasruimte;wm kraan koud water;DAEB;DAEB;;JA;;;
16;BG;wasruimte;wm kraan warm water;DAEB;DAEB;;JA;;;
17;BG;wasruimte;wm kraan koud water;DAEB;DAEB;;JA;;;
18;BG;warme keuken;slangwartelkraan zonder toestel;EA;EA;;JA;3/4;Schroef;
21;BG;warme keuken;brita filter;CA;CA;;JA;;;
22;BG;warme keuken;combisteamer 1;DAEB;EA;;JA;3/4;schroef;
23;BG;warme keuken;combisteamer 1;DAEB;EA;;JA;3/4;schroef;
24;BG;warme keuken;combisteamer 2;DAEB;EA;;JA;3/4;schroef;
26;BG;warme keuken;tapkraan;DAEB;DAEB;;JA;3/4;schroef;
27;BG;warme keuken;tapkraan;DAEB;DAEB;;JA;3/4;Schroef;
28;BG;warme keuken;ontharder;;CA;;JA;Ø15;knel;
30;BG;warme keuken;brandslanghaspel;EA;EA;;JA;Ø22;knel;
31;BG;warme keuken;knijpdouche warm;EA;EA;;JA;Ø22;knel;
32;BG;warme keuken;knijpdouche koud;EA;EA;;JA;Ø22;knel;
34;BG;warme keuken;industriële vw warm;CA;CA;Onder vaatwasser;JA;;;
35;BG;warme keuken;industriële vw koud;CA;CA;Onder vaatwasser;JA;;;
36;BG;personeelsrestaurant 0.54;KW;EA;EA;In Kast;JA;Ø15;knel;
36a;BG;personeelsrestaurant 0.54;WW;EA;EA;In Kast;JA;Ø15;knel;
37;BG;werkkast t.o. psych. Loge;slangwartelkraan zonder toestel;EA;EA;;JA;;;
38;BG;werkkast t.o. psych. Loge;slangwartelkraan zonder toestel;EA;EA;;JA;;;
39;BG;gang nabij vergaderruimte;brandslanghaspel;EA;EA;;JA;;;
40;BG;bij serre;brandslanghaspel;;EA;;JA;;;
41;BG;dag op vang kantoor;brandslanghaspel;;EA;Onder de vloer;JA;;;
42;BG;de binnentuin;industriële vw;CA;CA;;JA;1/2;knel;
43;BG;de binnentuin keuken;koffieapparaat;EA;EA;;JA;;;
44;BG;de binnentuin;koffieapparaat;DA;EA;;JA;3/4;schroef;
45;BG;de binnentuin;cooler;DA;EA;;JA;3/4;schroef;
46;BG;de binnentuin;brandslanghaspel;;EA;;JA;Ø22;knel;
47;BG;gang links naast receptie;brandslanghaspel;;EA;;JA;;;
48;BG;kapsalon;kraan ww;EA;EA;;JA;3/8;Schroef;
49;BG;kapsalon;kraan kw;EA;EA;;JA;3/8;Schroef;
50;BG;kapsalon;kraan ww;EA;EA;;JA;3/8;Schroef;
51;BG;kapsalon;kraan kw;EA;EA;;JA;3/8;Schroef;
52;BG;technische ruimte zwembad;tapkraan;;EA;;JA;1/2;schroef;
53;BG;technische ruimte zwembad;warmte wisselaar;EA;EA;;JA;Ø28;cap;
53a;BG;technische dienst zwembad;circulatieleiding;EA;EA;;JA;Ø22;knel;
55;BG;naast zwembad;ijsmachine;DA+EAMU;DA+EAMU;;JA;;;
56;BG;fysio;cv vulpunt;CA;CA;;JA;Ø15;knel;
57;BG;fysio ruimte;brandslanghaspel;EA;EA;Plafond;JA;Ø22;knel;
58;BG;fysio ruimte;close-in boiler;INLC;INLC;;JA;;;
58a;BG;fysio ruimte;close-in boiler;INLC;INLC;;JA;;;
59;BG;fysio ruimte;close-in boiler;INLC;INLC;;JA;;;
60;BG;fysio ruimte;close-in boiler;INLC;INLC;;JA;;;
61;BG;fysio ruimte;brandslanghaspel;EA;EA;;JA;Ø22;knel;
62;BG;fysio ruimte logo;close-in boiler;INLC;INLC;;JA;;;
63;BG;fysio ruimte keuken;close-in boiler;INLC;INLC;;JA;;;
64;1e verd.;keuken;industriële vw;DAEB;CA;;JA;;;
66;1e verd.;zusterpost 1.16;brandslanghaspel;EA;EA;;JA;Ø22;knel;
66a;1e verd.;spoelruimte 1.17;po spoeler kw;EA;;;JA;Ø22;knel;
66b;1e verd.;spoelruimte 1.17;po spoeler kw;EA;;;JA;Ø22;knel;
67;1e verd.;gang nabij 1.05;brandslanghaspel;EA;EA;;JA;;;
67a;1e verd.;spoelruimte 1.26;Wasmachine;DA-EB;;;JA;1/2'';Schroef;
68;2e verd.;keuken;Vaatwasser;DA-EB;DA-EB;;JA;1/2;schroef;
70;2e verd.;gang nabij 2.12;brandslanghaspel;EA;EA;;JA;Ø22;knel;
71;2e verd.;spoelruimte nabij 2.07;Wasmachine;DA-EB;DA-EB;;JA;1/2'';Schroef;
73;3e verd.;gang nabij 3.12;brandslanghaspel;EA;EA;;JA;Ø22;knel;
74;3e verd.;spoelruimte nabij 3.07;Wasmachine;DA-EB;DA-EB;;JA;1/2'';Schroef;
76;3e verd.;nabij 3.01;brandslanghaspel;EA;EA;;JA;;;
77;3e verd.;keuken;industriële vw;CA;CA;;JA;1/2;schroef;
79;1e verd.;gang nabij keuken;brandslanghaspel;EA;EA;;JA;Ø22;knel;
80;2e verd.;gang nabij keuken;brandslanghaspel;EA;EA;;JA;Ø22;knel;
81;4e verd.;nabij 402;Wasmachine;DA-EB;DA-EB;;JA;;;
84;4e verd.;gang nabij 4.12;brandslanghaspel;;EA;;JA;Ø22;knel;
85;4e verd.;keuken;industriële vw;CA;CA;;JA;1/2;schroef;
87;4e verd.;gang nabij keuken;brandslanghaspel;EA;EA;;JA;;;
88;BG;bij ingang;buitenkraan;;EA;Spoelprogramma;JA;;;
89;2e verd.;217;PO Spoeler;EA;;Onder Spoeler;JA;Ø22;knel;
90;2e verd.;217;PO Spoeler ;EA;;Onder Spoeler;JA;Ø22;knel;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
