;;;;;;;;;FOR 019: BCO Onderhoudsrapport;;
;;;;;;;;;Versie 04;;
;;Onderhoudsrapport;;;;;;;;;
;;Bco Brandpreventie;;;;;;;Blusmaterialen:;;
;;Galliershof 22;;;;;;;Schuimblussers;;
;;5349 BV Oss;;;;;;;Poederblussers;;
;;;;;;;;;Koolstofblussers;;
Klant:;Kemkens;;Naam monteur:;M. Gutte;;;;;Slangenhaspels-water;;
Locatie:;Nijvelt;;Datum:;Week 23 2015;;;;;Blusdekens;;
Adres:;Heyendaalseweg 117, Nijmegen;;;;;;;;;;
Pos.;Locatie;Merk;Type;Blusstof;Fabr. Jr;Laatst afgeperst in:;Debietmeting (l/min);Goed- of afgekeurd;Opmerkingen / Reden afkeur;;
1;Gang 4e verd.;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
2;Gang 4e verd.;Simplus;UPA 6B;Schuim;2014;;;a;;;
3;Werkplaats 4e verd.;Berki;AF 6;Schuim;2008;;;a;;;
4;Ketelhuis 4e verd.;Simplus;UPA 6R;Schuim;2014;;;a;;;
5;Gang bij 324 3e verd.;Ajax;BSH 20;Water;2007;2011;36 l/min;a;;;
6;Gang bij 324 3e verd.;Berki;AF 3;Schuim;2007;;;a;;;
7;Gang bij 310 3e verd.;Ajax;BSH 20;Water;2007;2011;39 l/min;a;;;
8;Gang bij 310 3e verd.;Berki;AF 3;Schuim;2007;;;a;;;
9;Gang bij 304 3e verd.;Ajax;BSH 20;Water;2007;2011;36 l/min;a;;;
10;Gang bij 304 3e verd.;Berki;AF 3;Schuim;2007;;;a;;;
11;Gang bij 224 2e verd.;Ajax;BSH 20;Water;2007;2011;34 l/min;a;;;
12;Gang bij 224 2e verd.;Berki;AF 3;Schuim;2007;;;a;;;
13;Gang bij lift 2e verd.;Ajax;BSH 20;Water;2007;2015;34 l/min;a;;;
14;Gang bij lift 2e verd.;Berki;AF 3;Schuim;2007;;;a;;;
15; Gang bij 204 2e verd.;Ajax;BSH 20;Water;2007;2015;34 l/min;a;;;
16;Gang bij 204 2e verd.;Berki;AF 3;Schuim;2007;;;a;;;
17;Ingang akkerwinde 1e verd.;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
18;Ingang akkerwinde 1e verd.;Berki;AF 3;Schuim;2007;;;a;;;
19;Akkerwinde bij 108;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
20;Akkerwinde bij 108;Berki;AF 3;Schuim;2007;;;a;;;
20;Huiskamer Akkerwinde;Simplus;UPA 6;Schuim;2011;;;a;;;
21;Huiskamer Rozenhof;Berki;AF 3;Schuim;2007;;;a;;;
22;Rozenhof gang;Simplus;UPA 6R;Schuim;2014;;;a;;;
23;Rozenhof gang;Ajax;BSH 20;Water;2007;2012;34 l/min;a;;;
24;Gang bij lift;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
25;Gang bij lift;Berki;AF 3;Schuim;2007;;;a;;;
26;Huiskamer Bosrank;Simplus;UPA 6R;Schuim;2014;;;a;;;
27;Gang Bosrank;Berki;AF 3;Schuim;2007;;;a;;;
28;Gang Bosrank;Ajax;BSH 20;Water;2007;2015;34 l/min;a;;;
29;Gang bij 104;Ajax;BSH 20;Water;2007;2011;34 l/min;a;;;
30;Gang bij 104;Berki;AF 3;Schuim;2007;;;a;;;
31;Gang bij 004;Berki;AF 3;Schuim;2007;;;a;;;
32;Gang bij 004;Ajax;BSH 20;Water;2007;2011;34 l/min;a;;;
33;Zonneveld keuken;Berki;AF 3;Schuim;2007;;;a;;;
34;Gang Zonneveld;Berki;AF 3;Schuim;2007;;;a;;;
35;Gang Zonneveld;Ajax;BSH 20;Water;2007;2015;34 l/min;a;;;
36;E-instalatie 0.17 BG;Berki;AF 6;Schuim;2008;;;a;;;
37;Bij lift BG;Ajax;BSH 20;Water;2007;2011;36 l/min;a;;;
38;Bij lift BG;Berki;AF 3;Schuim;2007;;;a;;;
39;Kloostertuin keuken;Berki;AF 3;Schuim;2007;;;a;;;
41;Kloostertuin bij 008;Ajax;BSH 20;Water;2007;2015;36 l/min;a;;;
40;Bij 008;Berki;AF 3;Schuim;2007;;;a;;;
41;Ingang Rivierdal;Ajax;BSH 20;Water;2007;2011;36 l/min;a;;;
42;Ingang Rivierdal;Berki;AF 3;Schuim;2007;;;a;;;
43;Rivierdal;Simplus;WG02;Schuim;2011;;;a;;;
44;Gang bij 010;Ajax;BSH 20;Water;2007;2011;34 l/min;a;;;
45;Was en strijkkamer;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
46;Was en strijkkamer;Berki;AF 3;Schuim;2007;;;a;;;
47;Gang naar nieuwbouw;Ajax;BSH 20;Water;2007;2012;36 l/min;a;;;
48;Gang naar nieuwbouw;Berki;AF 3;Schuim;2007;;;a;;;
49;Noodunit bij WC;Berki; AF 6;Schuim;2008;;;a;;;
50;Noodunit bij WC;Noha ;BSH 20;Water;2006;2011;42 l/min;a;;;
51;Restaurant;Noha ;BSH 20;Water;2006;2011;44 l/min;a;;;
52;Restaurant;BCO;EFS 6;Schuim;2015;;;a;;;
53;Restaurant;Simplus;UPA 6R;Schuim;2014;;;a;;;
54;Restaurant keuken;Uro Flame;EWCF 6;Schuim;2015;;;a;;;
55;Restaurant buffet;Simplus;UPA 6R;Schuim;2014;;;a;;;
56;Noodunit 1e verdieping;Noha ;BSH 20;Water;2006;2011;44 l/min;a;;;
57;Noodunit 1e verdieping;Simplus;UPA 6;Schuim;2011;;;a;;;
58;Noodunit gang 1e verdieping;Noha ;BSH 20;Water;2006;2011;44 l/min;a;;;
59;Noodunit gang 1e verdieping;Berki;AF 6;Schuim;2006;;;a;;;
60;Fysio 8e verd.;Simplus;UPA 6;Schuim;2011;;;a;;;
61;Dakopbouw 8e verd.;BCO;EFS 6;Schuim;2015;;;a;;;
62;Gang bij lift 8e verd.;Ansul;BSH 20;Water;1993;2013;36 l/min;a;;;
63;Gang 8e verd.;Simplus;BSH 20;Water;2014;;36 l/min;a;;;
64;Gang lift 7e verd.;Ansul;BSH 20;Water;1993;2011;36 l/min;a;;;
65;Gang dubbellift 7e verd.;Ansul;BSH 20;Water;1993;2015;36 l/min;a;;;
66;Gang lift 6e verd.;Ansul;BSH 20;Water;1993;2013;32 l/min;a;;;
67;Gang dubbellift 6e verd.;Ansul;BSH 20;Water;1993;2013;32 l/min;a;;;
68;Gang dubbellift 5e verd.;Ansul;BSH 20;Water;1993;2013;36 l/min;a;;;
69;Gang lift 5e verd.;Ansul;BSH 20;Water;1993;2013;36 l/min;a;;;
70;Gang lift 4e verd.;Ansul;BSH 20;Water;1993;2015;44 l/min;a;;;
71;Gang lift 4e verd.;Simplus;UPA 6;Schuim;2011;;;a;;;
72;Gang dubbellift 3e verd.;sa;BSH 20;Water;2008;2015;44 l/min;a;;;
73;Gang dubbellift 3e verd.;Ansul;BSH 20;Water;1993;;40 l/min;a;;;
74;Gang lift 3e verd.;Simplus;UPA 6;Schuim;2011;;;a;;;
75;Gang lift 2e verd.;Simplus;BSH 20;Water;2013;;46 l/min;a;;;
76;Gang lift 2e verd.;Simplus;UPA 6;Schuim;2011;;;a;;;
76;Gang dubbellift 2e verd.;Ansul;BSH 20;Water;1993;;46 l/min;a;;;
77;Gang dubbellift 1e verd.;Ansul;BSH 20;Water;1993;2013;46 l/min;a;;;
78;Gang lift 1e verd.;Simplus;UPA 6;Water;2011;;;a;;;
79;Gang lift 1e verd.;Ansul;BSH 20;Water;1993;2013;48 l/min;a;;;
80;Gang lift begane grond;Ansul;BSH 20;Water;1993;2011;48 l/min;a;;;
81;Gang lift begane grond;Simplus;UPA 6;Schuim;2011;;;a;;;
82;Bij receptie BG;Simplus;UPA 6;Schuim;2011;;;a;;;
83;Bij computer BG;Saval;BSH 20;Water;1993;2013;48 l/min;a;;;
84;Tegenover lift -1;Ansul;BSH 20;Water;1993;;50 l/min;a;;;
85;Garage 4 -1;Simplus;UPA 6;Schuim;2011;;;a;;;
86;Ketelruimte -1;BCO;EFS 6;Schuim;2014;;;a;;;
87;TD ruimte;Simplus;UPA 6;Schuim;2014;;;a;;;
88;Technische dienst;Simplus;UPA 6;Schuim;2011;;;a;;;
89;Voorraad TD 4e verd.;Simplus;WG02;Schuim;2011;;;a;;;
90;Voorraad TD 4e verd.;Berki;AF 3;Schuim;2007;;;a;;;
91;Laden/lossen;Simplus;UPA 6;Schuim;2011;;;a;;;
  Ev. Opmerkingen:;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
