;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: SVT;Kleurrijk wonen;;Naam monteur: J Verhagen;;;;;;
Locatie: Concorde;;;Datum: Oktober, 2015;;;;;;
Adres: Concorde 86, Buren;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;BG;hal trappenhuis;BSH 1;EA;EA;in leidingschacht;JA;22;knel
2;2e;trappenhuis;BSH 2;EA;EA;in leidingschacht;JA;22;knel
3;4e;trappenhuis;BSH 3;EA;EA;in leidingschacht;JA;22;knel
4;5e;gang bij huisnr 78;BSH 4;;EA;;JA;;
5;6e;trappenhuis;BSH 5;EA;EA;in leidingschacht;JA;22;knel
6;6e;gang bij huisnr 94;BSH 6;EA;EA;in technische ruimte;JA;22;knel
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
