;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: SVT;Kleurrijk wonen;;Naam monteur: J Verhagen;;;;;;
Locatie: Kwelkade 18;;;Datum: Oktober, 2015;;;;;;
Adres: Kwelkade 18 Tiel;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;BG;gang nachtopvang;BSH 0-1;;EA;;JA;;
2;1e;gang bij k23;BSH 1-1;;EA;;JA;;
3;BG;gang bij kamer K-1;BSH 0-2;;EA;;JA;;
4;1e;gang bij kamer K-36;BSH 1-2;;EA;;JA;;
5;BG;keuken terras;buitenkraan;RAM EA;EA;in keukenkast;JA;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
