;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Talis;;;Naam monteur: J. Verhagen;;;;;;
Locatie: Portiuncula;;;Datum: aug, 2015;;;;;;
Adres: Graafseweg 639E, Wijchen;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;BG;Op PG afdeling huiskamer 1;BSH 0-1;EA;EA;In kelder;a;Ø22;Knel
2;BG;Op PG afdeling huiskamer 2;BSH 0-2;EA;EA;In kelder;a;Ø22;Knel
3;BG;In kapel;BSH 0-3;EA;EA;;a;;
4;BG;In gang bij bestuurskamer kapel;BSH 0-4;EA;EA;;a;;
5;BG;Bij administratie zusters;BSH 0-5;EA;EA;;a;;
6;1e verd.;Bij slaapkamer zusters;BSH 0-6;EA;EA;;a;;
;;;;;;;;;
Keerklep:;;Opmerking:;;;;;;;
;;Blusmiddelen zijn nooit onderhouden!!;;;;;;;
