;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Talis;;;Naam monteur: J. Verhagen;;;;;;
Locatie: RIBW Kempenaerstraat;;;Datum: aug, 2015;;;;;;
Adres: Kempenaerstraat 1-17 Nijmegen;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;1e verd.;Gang tegenover 11;Brandslanghaspel 1;EA;;In meterkast;a;Ø22;Knel
;;;;;;;;;
Keerklep:;;Opmerking:;;;;;;;
;;;;;;;;;
