;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Talis;;;Naam monteur: J. Verhagen;;;;;;
Locatie: ZC de Globe;;;Datum: aug, 2015;;;;;;
Adres: Graafsedwarsstraat 46-50, Nijmegen;;;;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;;Resultaat;;Montagegevens;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Vereiste beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF)
1;BG;Bij huiskamer Terra;BSH 0-1;RAM EA;;In plafond Terra;a;Ø22;Knel
2;BG;Bij hoofdingang;BSH 0-2;RAM EA;;In plafond;a;Ø22;Knel
3;BG;Bij huiskamer rood;BSH 0-3;RAM EA;;In plafond rood;a;Ø22;Knel
4;BG;Bij huiskamer bruin;BSH 0-4;RAM EA;;In plafond bruin;a;Ø22;Knel
5;Kelder;Gang bergingen;BSH K-1;;;;a;;
6;Kelder;Gang bij technische ruimte;BSH K-2;;;;a;;
7;BG;Bij huiskamer Bruin;Buitenkraan;RAM EA;;In plafond bruin;a;Ø15;Knel
Keerklep:;;Opmerking:;;;;;;;
7;;Geen sticker op overdruk.;;;;;;;
