;;;Onderhoudsrapport;;;;;;
;;;;;;;;;
;;;BCO Brandpreventie;;;;;;
;;;Galliershof 22;;;;;;
;;;5349 BV Oss;;;;;;
;;;;;;;;;
Klant: Kemkens;;;Naam monteur: John Nederkoorn;;;;;;
Locatie: Eikenstein;;;Week 28, 2015;;;;;;
Adres: Utrechtseweg 37, Zeist;;;Complexnr: 100083G02;;;;;;
;;;;;;;;;
Locatiegegevens;;;;Beveiliging;Resultaat;;Montagegevens;;
Nr.;Etage;Ruimte;Toestel;Huidige beveiliging;Plaats beveiliging;Drukvast;Diameter;Soort fitting (CAP/KNEL/SCHROEF);
1;B.G.;Gang bij ruimte 0.04.05;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
2;B.G.;Gang bij toilet TO 0.04.05;Waterkoeler;EA;Naast tapkraan;a;Ø15;Knel;
3;-1;Technische ruimte TO bezoek ruimte;C.V. vulkraan;C.A.;Boven tegen plafond;a;Ø22;Knel;
4;-1;Technische ruimte TO bezoek ruimte;Toevoer koudwater;E.A.;Tegen muur;a;DN 20;Schroef;
5;-1;Technische ruimte TO bezoek ruimte;Boven aansluiting airco;E.A.;Boven airco;a;Ø22;Knel;
6;B.G.;Gang bij bezoek ruimte;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
7;B.G.;Keuken bezoekruimte;Close-In boiler;Inlaatcombi;In keukenkast;×;Ø15;Knel;
8;B.G.;Keuken bezoekruimte;Vaatwasser;DAEB;In keukenkast;a;1/2;Schroef;
9;B.G.;Gang bij 0.17.01;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
10;1e verd.;Gang bij ruimte 1.18.06;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
11;1e verd.;Gang bij 1.01.03;Koffieautomaat;EA;Achter automaat;a;Ø15;Knel;
12;1e verd.;Gang bij 1.04.10;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
13;2e verd.;Gang voorgebouw;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
14;1e verd.;Gang bij intake;Brandslanghaspel 20+21;Onbekend;Onbekend;a;;Niet zichtbaar;
15;1e verd.;Lokaal 29 intake;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
16;1e verd.;Lokaal 30 metaal;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
17;1e verd.;Gang bij lokaal 30 metaal;Brandslanghaspel 26+27;Onbekend;Onbekend;a;;Niet zichtbaar;
18;2e verd.;Instal lokaal;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
19;2e verd.;Lokaal crea;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
20;B.G.;Gang isoleer;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
21;B.G.;Cellen woongroep 4;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
22;B.G.;Cellen woongroep 4 douche;Watermengkraan;DAEB;In kraan;a;1/2;Schroef;
23;B.G.;Ketelhuis groep 4;Circulatieretour warmwater;EA;In ketelhuis;a;Ø15;Knel;
24;B.G.;Ketelhuis groep 4;C.V. vulkraan;CA;In ketelhuis;a;Ø22;Knel;
26;B.G.;Huiskamer groep 4;Brandslanghaspel 37;Onbekend;Onbekend;a;;Niet zichtbaar;
27;B.G.;Berging groep 4;Mengventiel koudwater;EA;In berging ;a;Ø15;Knel;
28;B.G.;Berging groep 4;Mengventiel warmwater;EA;In berging ;a;Ø15;Knel;
29;B.G.;Wasruimte groep 4;Vaatwasser koudwater;EA;Naast wm;a;Ø15;Knel;
30;B.G.;Wasruimte groep 4;Vaatwasser warmwater;EA;Naast wm;a;Ø15;Knel;
31;B.G.;Keuken groep 4;Vaatwasser waterontharder;CA;In keukenkast;a;Ø15;Knel;
32;B.G.;Keuken groep 4;Close-In boiler;Inlaatcombi;In keukenkast;a;Ø15;Knel;
33;B.G.;Gang bij groep 4;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
34;B.G.;Huiskamer groep 1;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
42;B.G.;Cellengang groep 1;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
47;B.G.;Gang bij groep 1;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
48;B.G.;Toilet TO groep 1;Buitenkraan;EA;Onder fontein toilet;a;Ø15;Knel;
49;B.G.;Huiskamer groep 2;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
54;B.G.;Cellengang groep 2;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
59;B.G.;Huiskamer groep 3;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
64;B.G.;Cellengang groep 3;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
69;B.G.;Gang bij nr. 24 0.07.04;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
70;B.G.;Gang naast TD;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
71;B.G.;Gang naast TD werkkast;Tapkraan;EA;In werkkast AID ruimte 2;a;3/4;Schroef;
72;B.G.;Gang naast TD bij AID 3;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
73;B.G.;Gang naast TD bij AID 3;Tapkraan;EA;In werkkast AID ruimte 3;a;3/4;Schroef;
74;B.G.;Trap bij muziek fitness;Voeding leiding;EA;Bij deur;a;Ø28;Knel;
75;B.G.;Wasruimte sportzaal;Wasmachine;EA;Achter wasmachine;a;Ø15;Knel;
75a;B.G.;Wasruimte sportzaal;Mengventiel kw;EA;In kast;a;Ø22;Knel;
75b;B.G.;Wasruimte sportzaal;Mengventiel ww;EA;In kast;a;Ø22;Knel;
77;B.G.;Gang bij sportzaal;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
78;B.G.;Hal-opslag sportzaal;Brandslanghaspel;EA;In stookruimte achter B.S.H.;a;Ø22;Knel;
79;B.G.;Gang bij lift;Brandslanghaspel;EA;In ruimte berging 0.092;a;Ø22;Knel;
80;B.G.;C.V. ruimte bad;Circulatie;EA;In C.V. ruimte;a;Ø15;Knel;
81;B.G.;C.V. ruimte bad;C.V. vulkraan;CA;In C.V. ruimte;a;Ø22;Knel;
82;B.G.;C.V. ruimte bad;Watervoeding;EA ram;Voor waterfilter;a;Ø28;Knel;
83;B.G.;C.V. ruimte bad;Boiler;Inlaatcombi;Voor ingang boiler;a;Ø28;Schroef;
84;B.G.;C.V. ruimte bad;C.V. vulkraan;EA;Naast boiler;a;Ø22;Knel;
85;B.G.;Gang bij groep 6;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
86;B.G.;Woonkamer groep 5;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
87;B.G.;Keuken groep 5;Ontharder;CA;In keukenkast;a;Ø15;Knel;
88;B.G.;Keuken groep 5;Close-In boiler;Inlaatcombi;In keukenkast;a;Ø15;Knel;
89;B.G.;Wasruimte groep 5;Wasmachine koudwater;EA;Naast watermengkraan;a;Ø15;Knel;
