90;B.G.;Wasruimte groep 5;Wasmachine warmwater;EA;Naast watermengkraan;a;Ø15;Knel;
91;B.G.;Cellengang groep 5;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
92;B.G.;Cellen douche groep 5;Tapkraan;EA;In douche;a;3/4;Schroef;
93;B.G.;Berging cellen groep 5;Mengventiel koudwater;EA ram;In berging ;a;Ø15;Knel;
94;B.G.;Berging cellen groep 5;Mengventiel warmwater;EA;In berging ;a;Ø15;Knel;
96;B.G.;Bad naast kleding 0.17.08;Wasmachine;EA;Naast wasmachine;a;Ø15;Knel;
97;B.G.;Bad naast kleding 0.17.08;Tapkraan;EA;Achter wasmachine;a;Ø15;Knel;
98;-1;Sport muziek technische ruimte;Boiler voeding;EA;Onder bij boiler;a;Ø28;Knel;
99;-1;Sport muziek technische ruimte;Circulatie rechts;EA;Naast boiler;a;Ø22;Knel;
100;-1;Sport muziek technische ruimte;Circulatie links;EA;Naast boiler;a;Ø22;Knel;
101;B.G.;Huiskamer groep 6;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
102;B.G.;Keuken groep 6;Close-In boiler;Inlaatcombi;In keukenkast;a;Ø15;Knel;
103;B.G.;Keuken groep 6;Vaatwasser ontharder;CA;In keukenkast;a;Ø15;Knel;
104;B.G.;Wasruimte groep 6;Close-In boiler;Inlaatcombi;Onder boiler;a;Ø15;Knel;
105;B.G.;Wasruimte groep 6;Wasmiddelautomaat;EA;Naast boiler;a;Ø15;Knel;
106;B.G.;Wasruimte groep 6;Watermengkraan koudwater;EA;Bij watermengkraan;a;3/4;Schroef;
107;B.G.;Wasruimte groep 6;Watermengkraan warmwater;EA;Bij watermengkraan;a;Ø15;Knel;
108;B.G.;Cellengang groep 6;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
109;B.G.;Cellen douche groep 6;Tapkraan;DAEB;In douche;a;1/2;Schroef;
110;B.G.;Cellen berging groep 6;Mengventiel koudwater;EA;In berging ;a;Ø15;Knel;
111;B.G.;Cellen berging groep 6;Mengventiel warmwater;EA;In berging ;a;Ø15;Knel;
113;B.G.;Gang bij 9-10;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
114;B.G.;Cellengang groep 9;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
115;B.G.;Cellengang voorraadkast 9;Wasmachine koudwater;EA;In voorraadkast groep 9;a;Ø15;Knel;
116;B.G.;Cellengang groep 9 kast;Wasmachine warmwater;EA;In voorraadkast groep 9;a;Ø15;Knel;
117;B.G.;Keuken groep 9;Ontharder;CA;In keukenkast;a;Ø15;Knel;
118;B.G.;Keuken groep 10;Ontharder;CA;In keukenkast;a;Ø15;Knel;
119;B.G.;Cellengang groep 10;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
120;B.G.;Linnenkast groep 10;Wasmachine links;EA;In linnenkast;a;Ø15;Knel;
121;B.G.;Linnenkast groep 10;Wasmachine rechts;EA;In linnenkast;a;Ø15;Knel;
122;1e verd.;Gang bij 1.029;Brandslanghaspel 82;Onbekend;Onbekend;a;;Niet zichtbaar;
123;1e verd.;Keuken 1.031;Vaatwasser;DAEB;In keukenkast;a;1/2;Schroef;
124;1e verd.;Gang bij technische ruimte 1.028;Brandslanghaspel;EA;In technische ruimte 1.028;a;Ø22;Knel;
125;1e verd.;Kooklokaal 8 1.020;Vaatwasser;DAEB;In kooklokaal;a;1/2;Schroef;
126;1e verd.;Kooklokaal 8 1.020;Steamer;EA;In kooklokaal;a;3/4 ;Schroef;
127;1e verd.;Gang bij magazijn nr. 13;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
128;1e verd.;Schoonmaak 1.085;Mengkraan;EA;Aan uitloop;a;3/4;Schroef;
128a;1e verd.;Schoonmaak 1.038;Mengkraan;EA;Aan uitloop;a;3/4;Schroef;
129;1e verd.;Verzorging 1.086;Mengkraan koudwater kappersstoel;EA;Onder keukenblok;a;1/2;Schroef;
130;1e verd.;Verzorging 1.086;Mengkraan warmwater kappersstoel;EA;Onder keukenblok;a;1/2;Schroef;
131;1e verd.;Gang bij technische ruimte 1.088;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
132;1e verd.;Gang bij 1.092;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
133;1e verd.;Gang bij 1.091;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
134;1e verd.;Tandarts;Tapkraan;EA;Aan kraan;a;3/4;Schroef;
135;1e verd.;Tandarts;Oogdouche;EA;In keukenkast;a;Ø15;Knel;
136;1e verd.;Tandarts;Sterilisator links;EA;In keukenkast;a;3/4;Schroef;
137;1e verd.;Tandarts;Sterilisator;EA;In keukenkast;a;3/4;Schroef;
138;1e verd.;Restaurant;Waterkoeler;EA;In restaurant;a;Ø15;Knel;
139;1e verd.;Restaurant;Koffieautomaat;DAEB;Achter koffieautomaat;a;1/2;Schroef;
140;1e verd.;Keuken restaurant;Vaatwasser;EA;Naast vaatwasser;a;Ø15;Knel;
141;1e verd.;Gang bij restaurant 1.053;Brandslanghaspel;EA;B.S.H. in kast;a;Ø22;Knel;
142;B.G.;Keuken groep 7;Tapkraan;EA ram;In keukenkast;a;Ø15;Knel;
143;B.G.;Keuken groep 7;Ontharder;CA;In keukenkast;a;Ø15;Knel;
144;B.G.;Cellengang groep 7;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
145;B.G.;Linnenkamer groep 7;Wasmachine links;EA;In ruimte 0.052;a;3/4;Schroef;
146;B.G.;Linnenkamer groep 7;Wasmachine rechts;EA;In ruimte 0.052;a;3/4;Schroef;
147;B.G.;Keuken groep 8;Ontharder;CA;In keukenkast;a;Ø15;Knel;
148;B.G.;Cellengang groep 8;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
149;B.G.;Linnenkamer groep 8;Wasmachine;EA;In linnenkamer;a;Ø15;Knel;
150;B.G.;Linnenkamer groep 8;Wasmachine;EA;In linnenkamer;a;Ø15;Knel;
151;B.G.;Gang bij groep 7/8;Brandslanghaspel;Onbekend;Onbekend;a;;Niet zichtbaar;
152;B.G.;Toilet bij achteringang;Buitenkraan;EA;In toiletruimte;a;Ø22;Knel;
153;B.G.;Hal bij ingang visitatie;Buitenkraan;EA;In opslagruimte;a;Ø22;Knel;
154;2e verd.;Gr. Vergaderzaal 2.0.16;Vaatwasser;EA;In keukenblok;a;Ø15;Knel;
155;2e verd.;Gang bij lift 2e verdieping;Brandslanghaspel;EA;In kast B.S.H.;a;Ø22;Knel;
156;2e verd.;Gang bij fitness 2e verdieping;Brandslanghaspel;EA;In kast B.S.H.;a;Ø22;Knel;
157;2e verd.;Gang bij 2.032;Brandslanghaspel;Onbekend;In technische ruimte achter B.S.H.;a;Ø22;Knel;
158;2e verd.;Ketelhuis;Toevoer koudwater;EA;In ketelhuis;a;Ø54;Knel;
159;2e verd.;Ketelhuis;C.V. vulkraan;RAM/EA;In ketelhuis;a;Ø15;Knel;
160;2e verd.;Ketelhuis;Voeding t.s.a. links;EA;In ketelhuis;a;Ø35;Knel;
161;2e verd.;Ketelhuis;Circulatie boiler;EA ram;In ketelhuis;×;Ø22;Knel;
162;2e verd.;Ketelhuis;Circulatie boiler;EA;In ketelhuis;×;Ø22;Knel;
Keerklep:;;Opmerking:;;;;;;;
;;;;;;;;;
